,Airline,Source,Destination,Total_Stops,Day,Month,Year,Dept_Hour,Dept_Minute,Arr_Hour,Arr_Minute,hoursMinutes,Price
1689,IndiGo,Delhi,Cochin,1 stop,15,6,2019,35,35,22,30,895,6442
1694,IndiGo,Kolkata,Banglore,non-stop,27,4,2019,40,40,7,15,155,4804
1695,IndiGo,Delhi,Cochin,non-stop,21,3,2019,30,30,17,35,185,5406
1697,IndiGo,Kolkata,Banglore,1 stop,9,6,2019,10,10,13,0,290,5069
1699,IndiGo,Mumbai,Hyderabad,non-stop,6,6,2019,0,0,13,30,90,2754
1703,IndiGo,Banglore,Delhi,non-stop,15,3,2019,55,55,19,45,170,8033
1706,IndiGo,Banglore,Delhi,non-stop,12,5,2019,10,10,10,5,175,4823
1707,IndiGo,Kolkata,Banglore,non-stop,9,4,2019,40,40,7,15,155,4174
1711,IndiGo,Delhi,Cochin,non-stop,27,6,2019,35,35,8,50,195,5000
1717,IndiGo,Kolkata,Banglore,non-stop,1,3,2019,10,10,17,45,155,6565
1720,IndiGo,Banglore,Delhi,1 stop,21,3,2019,25,25,10,10,285,6208
1728,IndiGo,Kolkata,Banglore,non-stop,21,6,2019,15,15,19,50,155,4804
1729,IndiGo,Delhi,Cochin,1 stop,18,5,2019,0,0,21,0,300,6069
1734,IndiGo,Delhi,Cochin,1 stop,24,4,2019,0,0,7,25,325,5636
1737,IndiGo,Chennai,Kolkata,non-stop,6,5,2019,55,55,10,15,140,3850
1741,IndiGo,Mumbai,Hyderabad,non-stop,18,6,2019,20,20,22,50,90,2227
1745,IndiGo,Banglore,Delhi,non-stop,21,3,2019,55,55,19,45,170,6860
1746,IndiGo,Delhi,Cochin,1 stop,1,6,2019,35,35,1,30,415,6628
1753,IndiGo,Banglore,Delhi,non-stop,18,6,2019,10,10,13,0,170,3943
1757,IndiGo,Chennai,Kolkata,non-stop,27,5,2019,55,55,10,15,140,3850
1758,IndiGo,Kolkata,Banglore,non-stop,18,6,2019,25,25,23,10,165,4804
1764,IndiGo,Banglore,Delhi,non-stop,12,4,2019,10,10,13,0,170,4591
1765,IndiGo,Kolkata,Banglore,1 stop,24,5,2019,15,15,20,5,290,5192
1774,IndiGo,Delhi,Cochin,1 stop,24,6,2019,30,30,21,0,750,6093
1777,IndiGo,Kolkata,Banglore,non-stop,27,4,2019,35,35,12,20,165,4804
1779,IndiGo,Delhi,Cochin,1 stop,21,3,2019,35,35,22,20,885,6558
1780,IndiGo,Delhi,Cochin,1 stop,24,6,2019,50,50,3,35,345,5775
1787,IndiGo,Banglore,Delhi,non-stop,21,6,2019,5,5,8,50,165,3943
1790,IndiGo,Mumbai,Hyderabad,non-stop,12,6,2019,40,40,3,10,90,2754
1796,IndiGo,Mumbai,Hyderabad,non-stop,24,5,2019,10,10,10,40,90,5755
1802,IndiGo,Delhi,Cochin,1 stop,15,5,2019,0,0,21,0,300,6069
1808,IndiGo,Kolkata,Banglore,non-stop,3,3,2019,25,25,23,5,160,6038
1809,IndiGo,Delhi,Cochin,non-stop,21,5,2019,35,35,8,50,195,5601
1819,IndiGo,Banglore,Delhi,non-stop,27,6,2019,25,25,21,20,175,4823
1826,IndiGo,Banglore,Delhi,non-stop,24,3,2019,0,0,8,45,165,4777
1827,IndiGo,Delhi,Cochin,non-stop,21,6,2019,35,35,8,50,195,5000
1831,IndiGo,Banglore,Delhi,non-stop,3,4,2019,10,10,1,0,170,3943
1836,IndiGo,Chennai,Kolkata,non-stop,3,3,2019,35,35,21,55,140,7295
1839,IndiGo,Kolkata,Banglore,1 stop,24,3,2019,15,15,9,50,335,4150
1841,IndiGo,Delhi,Cochin,non-stop,3,6,2019,35,35,8,50,195,5601
1844,IndiGo,Mumbai,Hyderabad,non-stop,21,3,2019,0,0,13,25,85,3342
1855,IndiGo,Mumbai,Hyderabad,non-stop,3,6,2019,40,40,3,10,90,2754
1858,IndiGo,Delhi,Cochin,1 stop,12,6,2019,55,55,21,0,965,5894
1872,IndiGo,Banglore,Delhi,non-stop,12,4,2019,0,0,15,50,170,4823
1877,IndiGo,Mumbai,Hyderabad,non-stop,15,6,2019,55,55,18,25,90,3175
1878,IndiGo,Kolkata,Banglore,non-stop,12,5,2019,35,35,12,20,165,4804
1882,IndiGo,Delhi,Cochin,1 stop,21,5,2019,55,55,0,55,780,6282
1885,IndiGo,Delhi,Cochin,non-stop,9,6,2019,20,20,17,35,195,5601
1893,IndiGo,Banglore,Delhi,non-stop,27,5,2019,10,10,1,0,170,3749
1905,IndiGo,Delhi,Cochin,1 stop,18,5,2019,15,15,1,30,975,7503
1910,IndiGo,Chennai,Kolkata,non-stop,12,3,2019,55,55,10,15,140,6297
1920,IndiGo,Banglore,Delhi,non-stop,3,4,2019,15,15,0,15,180,3943
1923,IndiGo,Kolkata,Banglore,non-stop,15,6,2019,35,35,12,10,155,5644
1940,IndiGo,Delhi,Cochin,1 stop,6,3,2019,40,40,22,20,940,6442
1946,IndiGo,Mumbai,Hyderabad,non-stop,15,3,2019,5,5,21,35,90,2754
1947,IndiGo,Mumbai,Hyderabad,non-stop,18,5,2019,20,20,22,50,90,2227
1955,IndiGo,Kolkata,Banglore,non-stop,15,4,2019,35,35,12,20,165,4174
1976,IndiGo,Chennai,Kolkata,non-stop,15,6,2019,55,55,10,15,140,3850
1986,IndiGo,Chennai,Kolkata,non-stop,27,6,2019,15,15,7,40,145,3540
1990,IndiGo,Mumbai,Hyderabad,non-stop,24,5,2019,20,20,22,50,90,2437
1991,IndiGo,Delhi,Cochin,1 stop,27,5,2019,35,35,1,30,895,6104
1994,IndiGo,Mumbai,Hyderabad,non-stop,18,6,2019,25,25,7,55,90,4049
2011,IndiGo,Delhi,Cochin,1 stop,9,4,2019,0,0,1,30,630,6270
2025,IndiGo,Delhi,Cochin,1 stop,1,6,2019,30,30,21,0,750,6416
2026,IndiGo,Mumbai,Hyderabad,non-stop,1,4,2019,10,10,10,40,90,3342
2029,IndiGo,Delhi,Cochin,1 stop,15,6,2019,5,5,16,10,665,6818
2038,IndiGo,Kolkata,Banglore,1 stop,1,4,2019,10,10,20,30,320,8567
2044,IndiGo,Banglore,Delhi,non-stop,24,3,2019,0,0,6,50,170,4777
2046,IndiGo,Mumbai,Hyderabad,non-stop,3,4,2019,55,55,18,25,90,3175
2048,IndiGo,Banglore,Delhi,non-stop,15,6,2019,15,15,0,15,180,3943
2051,IndiGo,Banglore,Delhi,non-stop,15,4,2019,10,10,13,0,170,4423
2053,IndiGo,Delhi,Cochin,1 stop,21,3,2019,25,25,21,0,755,8285
2061,IndiGo,Delhi,Cochin,1 stop,9,6,2019,15,15,21,0,705,6838
2064,IndiGo,Delhi,Cochin,1 stop,27,3,2019,30,30,15,30,480,8574
2077,IndiGo,Banglore,Delhi,non-stop,18,5,2019,55,55,21,50,175,4823
2100,IndiGo,Mumbai,Hyderabad,non-stop,24,3,2019,55,55,18,25,90,3175
2104,IndiGo,Delhi,Cochin,non-stop,3,6,2019,25,25,17,40,195,6015
2109,IndiGo,Kolkata,Banglore,non-stop,6,4,2019,25,25,16,55,150,4174
2116,IndiGo,Delhi,Cochin,1 stop,21,5,2019,35,35,1,30,415,7006
2121,IndiGo,Banglore,Delhi,1 stop,3,3,2019,30,30,12,20,290,6220
2130,IndiGo,Delhi,Cochin,non-stop,15,5,2019,35,35,8,50,195,6015
2140,IndiGo,Banglore,Delhi,non-stop,21,6,2019,30,30,22,15,165,5780
2142,IndiGo,Delhi,Cochin,1 stop,9,6,2019,10,10,10,5,295,6496
2144,IndiGo,Banglore,Delhi,non-stop,15,5,2019,10,10,10,5,175,4823
2149,IndiGo,Banglore,Delhi,non-stop,1,4,2019,30,30,4,15,165,4423
2156,IndiGo,Delhi,Cochin,1 stop,3,4,2019,0,0,21,0,300,5073
2157,IndiGo,Banglore,Delhi,non-stop,27,6,2019,15,15,0,15,180,3943
2160,IndiGo,Kolkata,Banglore,non-stop,3,6,2019,15,15,0,50,155,4804
2163,IndiGo,Mumbai,Hyderabad,non-stop,21,3,2019,20,20,22,45,85,2227
2174,IndiGo,Delhi,Cochin,1 stop,6,3,2019,10,10,22,20,370,7205
2177,IndiGo,Delhi,Cochin,non-stop,15,4,2019,25,25,17,40,195,6015
2178,IndiGo,Kolkata,Banglore,1 stop,3,4,2019,15,15,10,30,255,4226
2185,IndiGo,Delhi,Cochin,1 stop,9,5,2019,30,30,4,35,305,8177
2195,IndiGo,Kolkata,Banglore,1 stop,24,5,2019,20,20,23,45,265,3809
2201,IndiGo,Banglore,Delhi,non-stop,6,4,2019,30,30,2,20,170,4591
2203,IndiGo,Chennai,Kolkata,non-stop,24,6,2019,55,55,10,15,140,3850
2204,IndiGo,Delhi,Cochin,1 stop,3,6,2019,35,35,22,30,835,6442
2212,IndiGo,Banglore,Delhi,1 stop,1,3,2019,15,15,20,35,260,7917
2215,IndiGo,Delhi,Cochin,1 stop,18,5,2019,0,0,1,30,570,7191
2220,IndiGo,Chennai,Kolkata,non-stop,9,3,2019,5,5,0,25,140,6297
2230,IndiGo,Delhi,Cochin,1 stop,24,5,2019,30,30,21,0,810,7006
2237,IndiGo,Banglore,Delhi,non-stop,12,6,2019,10,10,10,5,175,4823
2265,IndiGo,Banglore,Delhi,non-stop,9,4,2019,10,10,10,5,175,4823
2269,IndiGo,Banglore,Delhi,non-stop,1,5,2019,30,30,11,20,170,4823
2270,IndiGo,Banglore,Delhi,non-stop,27,4,2019,0,0,22,50,170,4823
2279,IndiGo,Kolkata,Banglore,1 stop,6,5,2019,35,35,23,15,220,4226
2285,IndiGo,Chennai,Kolkata,non-stop,27,6,2019,5,5,0,25,140,5277
2292,IndiGo,Kolkata,Banglore,1 stop,9,5,2019,5,5,23,30,325,6218
2294,IndiGo,Delhi,Cochin,1 stop,21,5,2019,30,30,21,0,750,7318
2297,IndiGo,Kolkata,Banglore,non-stop,27,5,2019,30,30,14,5,155,5224
2302,IndiGo,Mumbai,Hyderabad,non-stop,18,5,2019,5,5,20,35,90,2754
2304,IndiGo,Banglore,Delhi,non-stop,24,4,2019,30,30,4,15,165,3419
2306,IndiGo,Kolkata,Banglore,non-stop,6,4,2019,40,40,7,15,155,4174
2313,IndiGo,Banglore,Delhi,non-stop,15,5,2019,5,5,8,50,165,4423
2318,IndiGo,Delhi,Cochin,1 stop,15,6,2019,55,55,22,30,635,6442
2319,IndiGo,Delhi,Cochin,1 stop,27,3,2019,45,45,15,30,645,7048
2322,IndiGo,Delhi,Cochin,1 stop,15,5,2019,30,30,21,0,750,7503
2323,IndiGo,Delhi,Cochin,1 stop,12,6,2019,30,30,1,30,480,6104
2330,IndiGo,Banglore,Delhi,non-stop,1,6,2019,10,10,10,5,175,4823
2331,IndiGo,Mumbai,Hyderabad,non-stop,18,6,2019,5,5,20,35,90,2754
2338,IndiGo,Delhi,Cochin,1 stop,12,6,2019,0,0,1,30,570,6316
2357,IndiGo,Banglore,Delhi,non-stop,21,6,2019,10,10,1,0,170,3943
2358,IndiGo,Delhi,Cochin,1 stop,27,3,2019,40,40,15,30,530,8574
2383,IndiGo,Delhi,Cochin,1 stop,9,5,2019,35,35,12,10,275,5054
2385,IndiGo,Kolkata,Banglore,non-stop,27,5,2019,25,25,0,5,160,4804
2386,IndiGo,Mumbai,Hyderabad,non-stop,15,6,2019,25,25,7,55,90,4049
2390,IndiGo,Kolkata,Banglore,non-stop,12,6,2019,20,20,22,55,155,4804
2391,IndiGo,Delhi,Cochin,1 stop,15,4,2019,5,5,16,10,665,6171
2392,IndiGo,Delhi,Cochin,1 stop,3,6,2019,25,25,21,0,575,6093
2393,IndiGo,Kolkata,Banglore,non-stop,12,4,2019,15,15,19,50,155,4174
2394,IndiGo,Mumbai,Hyderabad,non-stop,6,5,2019,35,35,4,5,90,3342
2397,IndiGo,Delhi,Cochin,non-stop,18,4,2019,35,35,8,50,195,6015
2402,IndiGo,Delhi,Cochin,2 stops,9,3,2019,35,35,21,20,765,8146
2412,IndiGo,Banglore,Delhi,non-stop,3,5,2019,0,0,6,50,170,3943
2417,IndiGo,Banglore,Delhi,non-stop,3,6,2019,0,0,15,50,170,3943
2418,IndiGo,Kolkata,Banglore,1 stop,12,5,2019,15,15,20,5,290,5170
2422,IndiGo,Banglore,Delhi,non-stop,21,3,2019,0,0,6,50,170,4777
2428,IndiGo,Mumbai,Hyderabad,non-stop,15,6,2019,10,10,10,40,90,4049
2441,IndiGo,Mumbai,Hyderabad,non-stop,15,3,2019,10,10,10,40,90,4049
2455,IndiGo,Kolkata,Banglore,non-stop,9,5,2019,25,25,0,5,160,4804
2457,IndiGo,Banglore,Delhi,non-stop,9,3,2019,20,20,1,10,170,4377
2460,IndiGo,Banglore,Delhi,non-stop,9,5,2019,55,55,21,50,175,4823
2461,IndiGo,Kolkata,Banglore,non-stop,21,3,2019,20,20,16,55,155,5198
2465,IndiGo,Mumbai,Hyderabad,non-stop,3,5,2019,10,10,10,40,90,5755
2472,IndiGo,Banglore,Delhi,non-stop,3,6,2019,55,55,19,55,180,4823
2473,IndiGo,Delhi,Cochin,1 stop,12,6,2019,0,0,21,0,300,6069
2475,IndiGo,Kolkata,Banglore,non-stop,15,6,2019,40,40,7,15,155,4804
2477,IndiGo,Delhi,Cochin,1 stop,9,6,2019,35,35,22,30,895,6442
2501,IndiGo,Chennai,Kolkata,non-stop,15,3,2019,35,35,21,55,140,6297
2506,IndiGo,Delhi,Cochin,1 stop,27,5,2019,40,40,21,0,860,6526
2507,IndiGo,Banglore,Delhi,non-stop,1,6,2019,55,55,19,45,170,4823
2508,IndiGo,Mumbai,Hyderabad,non-stop,24,6,2019,55,55,18,25,90,3175
2510,IndiGo,Banglore,Delhi,non-stop,18,4,2019,0,0,6,50,170,4423
2522,IndiGo,Kolkata,Banglore,non-stop,15,4,2019,20,20,22,55,155,4174
2569,IndiGo,Kolkata,Banglore,non-stop,27,4,2019,25,25,16,55,150,4804
2572,IndiGo,Mumbai,Hyderabad,non-stop,15,5,2019,5,5,21,40,95,2227
2586,IndiGo,Delhi,Cochin,1 stop,21,3,2019,35,35,16,10,455,6790
2590,IndiGo,Banglore,Delhi,non-stop,9,4,2019,30,30,8,20,170,3943
2598,IndiGo,Kolkata,Banglore,non-stop,6,3,2019,20,20,17,55,155,5618
2603,IndiGo,Banglore,Delhi,non-stop,1,4,2019,5,5,8,50,165,3943
2605,IndiGo,Banglore,Delhi,non-stop,21,6,2019,25,25,3,15,170,3419
2607,IndiGo,Delhi,Cochin,1 stop,21,4,2019,10,10,10,5,295,7074
2609,IndiGo,Delhi,Cochin,1 stop,21,4,2019,50,50,12,10,320,6968
2615,IndiGo,Kolkata,Banglore,non-stop,24,6,2019,20,20,22,55,155,4804
2626,IndiGo,Banglore,Delhi,non-stop,3,4,2019,5,5,8,50,165,4077
2630,IndiGo,Kolkata,Banglore,non-stop,1,5,2019,40,40,7,15,155,4804
2639,IndiGo,Banglore,Delhi,non-stop,6,6,2019,55,55,21,50,175,4990
2667,IndiGo,Kolkata,Banglore,non-stop,1,5,2019,20,20,22,55,155,4804
2669,IndiGo,Banglore,Delhi,non-stop,18,6,2019,25,25,3,15,170,3419
2670,IndiGo,Kolkata,Banglore,2 stops,21,5,2019,35,35,12,10,335,6103
2675,IndiGo,Chennai,Kolkata,non-stop,18,3,2019,5,5,0,25,140,5277
2683,IndiGo,Kolkata,Banglore,non-stop,21,3,2019,30,30,8,20,170,4148
2684,IndiGo,Chennai,Kolkata,non-stop,27,5,2019,45,45,17,5,140,3597
2689,IndiGo,Delhi,Cochin,non-stop,12,5,2019,25,25,17,40,195,5000
2694,IndiGo,Kolkata,Banglore,1 stop,15,4,2019,35,35,23,15,220,4226
2696,IndiGo,Mumbai,Hyderabad,non-stop,12,6,2019,0,0,13,30,90,2754
2697,IndiGo,Kolkata,Banglore,1 stop,6,6,2019,30,30,16,5,335,6301
2705,IndiGo,Kolkata,Banglore,1 stop,6,5,2019,5,5,23,30,325,6218
2706,IndiGo,Chennai,Kolkata,non-stop,1,3,2019,15,15,7,35,140,7295
2709,IndiGo,Kolkata,Banglore,non-stop,15,5,2019,25,25,16,55,150,5224
2726,IndiGo,Delhi,Cochin,1 stop,21,5,2019,25,25,1,30,305,5054
2734,IndiGo,Banglore,Delhi,non-stop,3,3,2019,5,5,13,0,175,7648
2737,IndiGo,Delhi,Cochin,1 stop,15,5,2019,25,25,1,30,845,6979
2740,IndiGo,Banglore,Delhi,non-stop,12,5,2019,10,10,13,0,170,3943
2741,IndiGo,Delhi,Cochin,1 stop,12,6,2019,15,15,21,0,705,6838
2745,IndiGo,Kolkata,Banglore,non-stop,12,3,2019,30,30,8,20,170,4148
2749,IndiGo,Delhi,Cochin,1 stop,15,5,2019,0,0,1,30,570,7923
2764,IndiGo,Banglore,Delhi,non-stop,18,4,2019,15,15,0,15,180,4591
2765,IndiGo,Banglore,Delhi,non-stop,12,5,2019,15,15,0,15,180,3943
2769,IndiGo,Delhi,Cochin,1 stop,9,4,2019,15,15,1,30,975,6573
2772,IndiGo,Chennai,Kolkata,non-stop,15,5,2019,35,35,14,0,145,4332
2778,IndiGo,Delhi,Cochin,non-stop,18,4,2019,20,20,17,35,195,6015
2781,IndiGo,Banglore,Delhi,non-stop,3,6,2019,5,5,8,50,165,3943
2788,IndiGo,Delhi,Cochin,1 stop,21,3,2019,35,35,16,10,515,6558
2789,IndiGo,Kolkata,Banglore,non-stop,21,4,2019,35,35,12,20,165,4804
2793,IndiGo,Kolkata,Banglore,non-stop,1,6,2019,25,25,16,55,150,6064
2799,IndiGo,Delhi,Cochin,1 stop,27,5,2019,35,35,16,10,455,6442
2807,IndiGo,Banglore,Delhi,non-stop,18,5,2019,30,30,13,20,170,3943
2808,IndiGo,Mumbai,Hyderabad,non-stop,15,3,2019,20,20,7,45,85,3342
2815,IndiGo,Mumbai,Hyderabad,non-stop,9,6,2019,10,10,10,40,90,4049
2818,IndiGo,Chennai,Kolkata,non-stop,3,5,2019,15,15,7,40,145,3850
2830,IndiGo,Delhi,Cochin,1 stop,21,3,2019,0,0,21,0,300,6232
2831,IndiGo,Banglore,Delhi,non-stop,9,3,2019,30,30,8,20,170,4777
2835,IndiGo,Delhi,Cochin,1 stop,3,6,2019,40,40,21,0,860,6093
2843,IndiGo,Kolkata,Banglore,non-stop,21,5,2019,30,30,18,5,155,4804
2848,IndiGo,Delhi,Cochin,non-stop,18,3,2019,30,30,17,35,185,5406
2854,IndiGo,Kolkata,Banglore,non-stop,21,4,2019,20,20,22,55,155,4804
2856,IndiGo,Banglore,Delhi,non-stop,3,5,2019,10,10,13,0,170,3943
2863,IndiGo,Delhi,Cochin,1 stop,24,6,2019,10,10,1,30,500,5684
2872,IndiGo,Mumbai,Hyderabad,non-stop,6,5,2019,0,0,13,30,90,2754
2886,IndiGo,Delhi,Cochin,non-stop,27,3,2019,35,35,8,50,195,4729
2890,IndiGo,Banglore,Delhi,non-stop,27,4,2019,10,10,10,5,175,4823
2896,IndiGo,Kolkata,Banglore,non-stop,24,3,2019,20,20,17,55,155,6985
2898,IndiGo,Kolkata,Banglore,non-stop,21,6,2019,15,15,0,50,155,4804
2910,IndiGo,Kolkata,Banglore,non-stop,24,6,2019,15,15,19,50,155,4804
2921,IndiGo,Mumbai,Hyderabad,non-stop,3,3,2019,20,20,7,45,85,4784
2945,IndiGo,Delhi,Cochin,1 stop,21,3,2019,45,45,15,30,285,6218
2952,IndiGo,Kolkata,Banglore,non-stop,6,5,2019,15,15,0,50,155,4804
2959,IndiGo,Banglore,Delhi,non-stop,24,5,2019,30,30,4,15,165,3419
2962,IndiGo,Delhi,Cochin,1 stop,27,6,2019,0,0,1,30,570,6316
2975,IndiGo,Delhi,Cochin,1 stop,9,5,2019,20,20,22,30,490,6704
2982,IndiGo,Delhi,Cochin,1 stop,24,5,2019,35,35,1,30,895,7081
2983,IndiGo,Banglore,Delhi,non-stop,27,4,2019,15,15,0,15,180,3943
2991,IndiGo,Chennai,Kolkata,non-stop,3,6,2019,15,15,7,40,145,3540
2993,IndiGo,Banglore,Delhi,non-stop,18,4,2019,5,5,8,50,165,4591
3002,IndiGo,Delhi,Cochin,1 stop,15,5,2019,50,50,22,30,940,6442
3004,IndiGo,Mumbai,Hyderabad,non-stop,21,5,2019,5,5,21,40,95,2227
3009,IndiGo,Kolkata,Banglore,non-stop,21,3,2019,25,25,0,5,160,4148
3028,IndiGo,Banglore,Delhi,non-stop,24,6,2019,10,10,13,0,170,3943
3036,IndiGo,Banglore,Delhi,non-stop,15,4,2019,30,30,2,20,170,4591
3037,IndiGo,Chennai,Kolkata,non-stop,18,5,2019,35,35,21,55,140,3597
3038,IndiGo,Delhi,Cochin,1 stop,27,5,2019,10,10,22,30,380,6938
3051,IndiGo,Kolkata,Banglore,non-stop,6,3,2019,25,25,0,5,160,4778
3052,IndiGo,Delhi,Cochin,1 stop,9,6,2019,30,30,21,0,750,6838
3056,IndiGo,Banglore,Delhi,non-stop,24,6,2019,30,30,11,20,170,4823
3061,IndiGo,Chennai,Kolkata,non-stop,18,6,2019,35,35,14,0,145,3858
3062,IndiGo,Kolkata,Banglore,non-stop,24,5,2019,15,15,0,50,155,4804
3068,IndiGo,Chennai,Kolkata,non-stop,18,3,2019,35,35,14,0,145,3858
3074,IndiGo,Banglore,Delhi,non-stop,6,6,2019,30,30,4,15,165,3943
3076,IndiGo,Delhi,Cochin,1 stop,27,3,2019,40,40,21,0,860,8784
3078,IndiGo,Chennai,Kolkata,non-stop,24,5,2019,5,5,0,25,140,5277
3080,IndiGo,Delhi,Cochin,non-stop,9,3,2019,35,35,8,50,195,6885
3093,IndiGo,Delhi,Cochin,1 stop,9,6,2019,0,0,1,30,570,6316
3100,IndiGo,Banglore,Delhi,non-stop,1,6,2019,5,5,8,50,165,3943
3107,IndiGo,Kolkata,Banglore,1 stop,24,3,2019,10,10,20,15,305,6762
3110,IndiGo,Kolkata,Banglore,1 stop,6,4,2019,20,20,23,45,265,3480
3114,IndiGo,Kolkata,Banglore,1 stop,21,5,2019,35,35,22,15,340,5268
3126,IndiGo,Banglore,Delhi,non-stop,3,3,2019,25,25,21,20,175,7648
3128,IndiGo,Chennai,Kolkata,non-stop,18,6,2019,15,15,15,35,140,3597
3129,IndiGo,Delhi,Cochin,1 stop,24,6,2019,35,35,16,10,515,6442
3132,IndiGo,Banglore,Delhi,non-stop,15,5,2019,0,0,22,50,170,4823
3136,IndiGo,Delhi,Cochin,1 stop,9,5,2019,0,0,7,25,325,6582
3138,IndiGo,Banglore,Delhi,non-stop,1,4,2019,0,0,22,50,170,4823
3141,IndiGo,Delhi,Cochin,1 stop,27,5,2019,15,15,12,30,315,5636
3143,IndiGo,Banglore,Delhi,non-stop,6,6,2019,25,25,21,20,175,4823
3146,IndiGo,Kolkata,Banglore,1 stop,24,4,2019,35,35,23,15,220,4226
3156,IndiGo,Kolkata,Banglore,non-stop,12,4,2019,30,30,18,5,155,4174
3159,IndiGo,Banglore,Delhi,non-stop,15,6,2019,0,0,6,50,170,4423
3162,IndiGo,Mumbai,Hyderabad,non-stop,21,5,2019,25,25,7,55,90,4049
3166,IndiGo,Delhi,Cochin,1 stop,21,5,2019,5,5,12,10,425,6818
3172,IndiGo,Banglore,Delhi,non-stop,27,6,2019,30,30,11,20,170,4823
3181,IndiGo,Banglore,Delhi,non-stop,1,5,2019,0,0,15,50,170,4423
3187,IndiGo,Mumbai,Hyderabad,non-stop,3,3,2019,30,30,4,0,90,4575
3190,IndiGo,Chennai,Kolkata,non-stop,1,5,2019,45,45,17,5,140,3597
3196,IndiGo,Banglore,Delhi,non-stop,21,4,2019,15,15,0,15,180,4423
3198,IndiGo,Delhi,Cochin,1 stop,1,6,2019,15,15,21,0,705,7258
3205,IndiGo,Mumbai,Hyderabad,non-stop,24,6,2019,5,5,20,35,90,2754
3206,IndiGo,Delhi,Cochin,1 stop,9,6,2019,5,5,22,15,310,6493
3207,IndiGo,Kolkata,Banglore,1 stop,24,5,2019,5,5,23,30,325,6218
3209,IndiGo,Delhi,Cochin,1 stop,6,3,2019,35,35,16,10,515,7094
3218,IndiGo,Delhi,Cochin,non-stop,9,6,2019,35,35,8,50,195,5601
3221,IndiGo,Kolkata,Banglore,1 stop,6,4,2019,15,15,10,30,255,4226
3223,IndiGo,Delhi,Cochin,1 stop,27,3,2019,45,45,1,35,890,6628
3224,IndiGo,Banglore,Delhi,non-stop,9,3,2019,0,0,6,50,170,8033
3226,IndiGo,Kolkata,Banglore,non-stop,24,6,2019,30,30,18,5,155,4804
3243,IndiGo,Delhi,Cochin,1 stop,27,5,2019,35,35,21,0,625,6314
3249,IndiGo,Kolkata,Banglore,non-stop,6,4,2019,15,15,17,45,150,4174
3252,IndiGo,Banglore,Delhi,non-stop,6,4,2019,10,10,10,5,175,4823
3258,IndiGo,Kolkata,Banglore,non-stop,27,6,2019,15,15,17,45,150,4804
3261,IndiGo,Banglore,Delhi,non-stop,21,6,2019,10,10,10,5,175,4823
3262,IndiGo,Mumbai,Hyderabad,non-stop,3,6,2019,20,20,22,50,90,2227
3273,IndiGo,Mumbai,Hyderabad,non-stop,15,5,2019,10,10,10,40,90,4575
3275,IndiGo,Delhi,Cochin,1 stop,12,6,2019,0,0,7,25,325,5636
3279,IndiGo,Kolkata,Banglore,non-stop,18,6,2019,15,15,17,45,150,4804
3285,IndiGo,Delhi,Cochin,1 stop,21,3,2019,55,55,12,0,425,6287
3292,IndiGo,Chennai,Kolkata,non-stop,24,5,2019,35,35,14,0,145,4332
3296,IndiGo,Kolkata,Banglore,non-stop,15,6,2019,15,15,19,50,155,4804
3316,IndiGo,Kolkata,Banglore,non-stop,15,6,2019,25,25,16,55,150,4804
3323,IndiGo,Delhi,Cochin,1 stop,21,5,2019,10,10,1,30,500,6794
3330,IndiGo,Mumbai,Hyderabad,non-stop,12,6,2019,5,5,20,35,90,2754
3342,IndiGo,Banglore,Delhi,non-stop,1,5,2019,55,55,19,55,180,4823
3347,IndiGo,Banglore,Delhi,non-stop,3,5,2019,25,25,21,20,175,4823
3351,IndiGo,Banglore,Delhi,non-stop,21,3,2019,30,30,4,15,165,4777
3360,IndiGo,Delhi,Cochin,1 stop,9,6,2019,35,35,12,10,275,5054
3368,IndiGo,Banglore,Delhi,non-stop,15,4,2019,5,5,8,50,165,4423
3377,IndiGo,Kolkata,Banglore,1 stop,15,5,2019,15,15,20,5,290,5380
3382,IndiGo,Delhi,Cochin,1 stop,15,6,2019,30,30,1,30,480,5883
3383,IndiGo,Delhi,Cochin,1 stop,9,3,2019,55,55,12,0,425,6171
3384,IndiGo,Mumbai,Hyderabad,non-stop,21,5,2019,55,55,18,25,90,3175
3385,IndiGo,Delhi,Cochin,1 stop,27,3,2019,45,45,13,40,355,4832
3395,IndiGo,Mumbai,Hyderabad,non-stop,9,5,2019,35,35,4,5,90,2754
3398,IndiGo,Kolkata,Banglore,non-stop,21,4,2019,30,30,18,5,155,4804
3399,IndiGo,Banglore,Delhi,non-stop,9,3,2019,30,30,4,15,165,4545
3403,IndiGo,Chennai,Kolkata,non-stop,9,6,2019,5,5,0,25,140,5277
3404,IndiGo,Delhi,Cochin,1 stop,27,3,2019,30,30,1,35,845,6206
3409,IndiGo,Banglore,Delhi,non-stop,24,3,2019,30,30,2,20,170,6860
3414,IndiGo,Banglore,Delhi,non-stop,12,6,2019,0,0,22,50,170,4823
3417,IndiGo,Delhi,Cochin,1 stop,3,6,2019,50,50,22,30,940,7514
3421,IndiGo,Chennai,Kolkata,non-stop,1,5,2019,55,55,10,15,140,3850
3429,IndiGo,Delhi,Cochin,1 stop,27,6,2019,0,0,21,0,300,6069
3433,IndiGo,Banglore,Delhi,non-stop,3,4,2019,0,0,15,50,170,4077
